district-name,state,nces-id,website-url
ROCKCASTLE COUNTY,Kentucky,2105070,NA
ROCKDALE COUNTY,Georgia,1304410,NA
ROCKDALE ISD,Texas,4837590,http://www.rockdaleisd.net
ROCKDALE SD 84,Illinois,1734470,NA
ROCKETSHIP DC PCS,DISTRICT OF COLUMBIA,1100106,http://www.rsed.org/dc
ROCKETSHIP EDUCATION WISCONSIN INC,WISCONSIN,5500081,http://www.rocketshipschools.org
ROCKETSHIP SOUTHSIDE COMMUNITY PREP AGENCY,Wisconsin,5500071,http://www.rsed.org
ROCKFORD ELEMENTARY,California,0633270,http://www.tcoe.net/districts/rockford.shtm
ROCKFORD PUBLIC SCHOOL DISTRICT,Minnesota,2732070,http://www.rockford.k12.mn.us/
ROCKFORD PUBLIC SCHOOLS,Michigan,2630030,NA
ROCKFORD SD 205,Illinois,1734510,NA
ROCKINGHAM CO PBLC SCHS,Virginia,5103390,http://www.rockingham.k12.va.us
ROCKINGHAM COUNTY SCHOOLS,North Carolina,3703990,http://www.rock.k12.nc.us
ROCKINGHAM SCHOOL DISTRICT,Vermont,5006930,NA
ROCKLAND,Massachusetts,2510170,http://www.rocklandschools.org
ROCKLAND BOCES,New York,3680720,http://www.rboces.org
ROCKLAND DISTRICT,Idaho,1602820,NA
ROCKLAND-REGION 8,Maine,2307180,http://midcoast.mainecte.org
ROCKLIN UNIFIED,California,0600013,http://www.rocklinusd.org
ROCKPORT,Massachusetts,2510200,http://www.rpk12.org
ROCKRIDGE CUSD 300,Illinois,1734440,NA
ROCKSPRINGS ISD,Texas,4800003,http://www.rockspringsisd.net/
ROCKTON SD 140,Illinois,1734540,NA
ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,New York,3624780,http://www.rvcschools.org
ROCKWALL ISD,Texas,4837650,http://www.rockwallisd.com/
ROCKWELL CHARTER HIGH SCHOOL,Utah,4900125,http://www.rockwellhigh.net/
ROCKWOOD AREA SD,Pennsylvania,4220520,http://www.rockwoodschools.org
ROCKWOOD R-VI,Missouri,2926850,http://www.rsdmo.org
ROCKY BOY ELEM,Montana,3022750,http://www.rockyboy.k12.mt.us
ROCKY BOY H S,Montana,3028911,http://www.rockyboy.k12.mt.us
ROCKY FORD SCHOOL DISTRICT NO. R2,Colorado,0806270,http://www.rockyfordk12.org
ROCKY HILL SCHOOL DISTRICT,Connecticut,0903840,http://www.rockyhillps.us/
ROCKY MOUNT PREPARATORY,North Carolina,3700034,http://rmprep.org/
ROCKY MOUNTAIN,Oklahoma,4026250,http://www.rockymtn.k12.ok.us
ROCKY POINT UNION FREE SCHOOL DISTRICT,New York,3624840,http://www.rockypointschools.org
ROCKY RIVER CITY,Ohio,3904470,http://www.rrcs.org/
ROCORI PUBLIC SCHOOL DISTRICT,Minnesota,2709440,http://rocori.k12.mn.us/
ROFF,Oklahoma,4026280,http://www.roff.k12.ok.us/
ROGER AMOS MCMURTRY ADM,Mississippi,2800183,NA
ROGERS CITY AREA SCHOOLS,Michigan,2630060,http://www.rcashurons.org
ROGERS ISD,Texas,4837710,http://www.rogersisd.org
ROGERS SCHOOL DISTRICT,Arkansas,0511970,http://www.rogers.k12.ar.us
ROGERSVILLE,Tennessee,4703660,http://www.rcschool.net/
ROGUE RIVER SD 35,Oregon,4110680,http://www.rogueriver.k12.or.us
ROLAND,Oklahoma,4026310,http://www.rolandschools.org
ROLAND-STORY COMM SCHOOL DISTRICT,Iowa,1924870,http://rolandstory.school
ROLESVILLE CHARTER ACADEMY,NORTH CAROLINA,3700433,NA
ROLETTE 29,North Dakota,3816050,http://www.roletteschool.k12.nd.us
ROLLA,Kansas,2011190,http://www.usd217.org
ROLLA 31,Missouri,2926890,http://rolla.k12.mo.us
ROLLING HILLS LOCAL,Ohio,3904730,http://www.rollinghills.k12.oh.us/
ROLLING HILLS PUBLIC CHARTER SCHOOL INC.,Idaho,1600006,NA
ROLLINSFORD SCHOOL DISTRICT,New Hampshire,3305970,http://www.sau56.org/
ROMA ISD,Texas,4837740,http://romaisd.com
ROME CCSD 2,Illinois,1734590,NA
ROME CITY,Georgia,1304440,http://www.rcs.rome.ga.us
ROME CITY SCHOOL DISTRICT,New York,3624900,http://www.romecsd.org
ROMEO COMMUNITY SCHOOLS,Michigan,2630090,http://www.romeo.k12.mi.us
ROMOLAND ELEMENTARY,California,0633390,http://www.romoland.net
ROMULUS CENTRAL SCHOOL DISTRICT,New York,3624930,http://www.rcs.k12.ny.us
ROMULUS COMMUNITY SCHOOLS,Michigan,2630120,http://romulus.net
RONAN ELEM,Montana,3022790,http://www.ronank12.edu
RONAN H S,Montana,3022800,http://www.ronank12.edu
RONDOUT SD 72,Illinois,1734620,NA
RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,New York,3624960,http://www.rondout.k12.ny.us
ROOKS CREEK CCSD 425,Illinois,1734650,NA
ROOSE-VALLEY SP ED COOP,Montana,3000070,NA
ROOSEVELT,Montana,3000071,http://www.rooseveltcounty.org
ROOSEVELT 18,North Dakota,3816090,http://www.roosevelt.k12.nd.us
ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL,New York,3600030,http://www.rcacs.org
ROOSEVELT ELEMENTARY DISTRICT,Arizona,0407080,http://www.rsd.k12.az.us
ROOSEVELT ISD,Texas,4837800,http://www.risdtx.us
ROOSEVELT PUBLIC SCHOOL DISTRICT,New Jersey,3414220,http://www.rps1.org
ROOSEVELT SCHOOL DISTRICT,Washington,5307530,NA
ROOSEVELT UNION FREE SCHOOL DISTRICT,New York,3624990,http://www.rooseveltufsd.org
ROOTS AND WINGS COMMUNITY,NEW MEXICO,3500176,NA
ROOTS CHARTER HIGH SCHOOL,UTAH,4900178,http://rootshigh.org
ROOTS PCS,District of Columbia,1100020,http://www.rootspcs.org
ROOTSTOWN LOCAL,Ohio,3904921,http://www.rootstown.sparcc.org/
ROPES ISD,Texas,4837830,http://www.ropesisd.us
ROQUE BLUFFS PUBLIC SCHOOLS,Maine,2310320,http://www.aos96.org/
ROSA PARKS CHARTER HIGH SCHOOL,Minnesota,2700180,http://www.rocchs.org/
ROSALIA SCHOOL DISTRICT,Washington,5307560,http://www.rosaliaschools.org
ROSALYN YALOW CHARTER SCHOOL,NEW YORK,3601129,NA
ROSCOE C-1,Missouri,2926940,http://none
ROSCOE CENTRAL SCHOOL DISTRICT,New York,3625020,http://www.roscoe.k12.ny.us
ROSCOE COLLEGIATE ISD,Texas,4837860,http://www.roscoe.esc14.net
ROSCOMMON AREA PUBLIC SCHOOLS,Michigan,2615830,http://www.rapsk12.net
ROSE BUD SCHOOL DISTRICT,Arkansas,0512000,http://rbsd.k12.ar.us
ROSE HILL PUBLIC SCHOOLS,Kansas,2011250,http://www.usd394.com
ROSE TREE MEDIA SD,Pennsylvania,4220550,http://www.rtmsd.org
ROSEAU PUBLIC SCHOOL DISTRICT,Minnesota,2732250,http://www.roseau.k12.mn.us/
ROSEBUD,Montana,3000072,NA
ROSEBUD K-12,Montana,3022920,http://www.rosebudschooldist.com
ROSEBUD-LOTT ISD,Texas,4837900,http://www.rlisd.org/
ROSEDALE UNION ELEMENTARY,California,0633480,http://www.ruesd.net
ROSEFIELD CHARTER ELEMENTARY SCHOOL  INC.,Arizona,0400424,NA
ROSELAND,California,0633510,http://www.roselandsd.org
ROSELAND SCHOOL DISTRICT,New Jersey,3414250,http://www.roselandnjboe.org
ROSELLE PARK PUBLIC SCHOOL DISTRICT,New Jersey,3414310,http://www.rpsd.org
ROSELLE PUBLIC SCHOOLS,New Jersey,3414280,http://WWW.ROSELLESCHOOLS.ORG
ROSELLE SD 12,Illinois,1734710,NA
ROSEMEAD ELEMENTARY,California,0633570,http://www.rosemead.k12.ca.us
ROSEMONT ESD 78,Illinois,1734770,NA
ROSEMOUNT-APPLE VALLEY-EAGAN,Minnesota,2732390,http://www.district196.org
ROSENDALE-BRANDON SCHOOL DISTRICT,Wisconsin,5513100,http://www.rbsd.k12.wi.us
ROSEVILLE CITY ELEMENTARY,California,0633600,http://www.rcsdk8.org
ROSEVILLE COMMUNITY CHARTER SCHOOL,New Jersey,3400755,http://www.rosevillecharter.org
ROSEVILLE COMMUNITY SCHOOLS,Michigan,2630210,http://www.rcs.misd.net
ROSEVILLE JOINT UNION HIGH,California,0633630,http://www.rjuhsd.us
ROSEVILLE PUBLIC SCHOOL DISTRICT,Minnesota,2732430,http://www.isd623.org
ROSHOLT SCHOOL DISTRICT,Wisconsin,5513140,http://www.rosholt.k12.wi.us
ROSHOLT SCHOOL DISTRICT 54-4,South Dakota,4663360,http://www.rosholt.k12.sd.us
ROSLYN UNION FREE SCHOOL DISTRICT,New York,3625050,http://www.roslynschools.org
ROSS ELEM,Montana,3011990,NA
ROSS ELEMENTARY,California,0633660,http://www.rossbears.org
ROSS LOCAL,Ohio,3904614,http://www.rossrams.com/
ROSS VALLEY ELEMENTARY,California,0600006,http://www.rossvalleyschools.org
ROSS-PIKE ESC,Ohio,3900093,NA
ROSSFORD EXEMPTED VILLAGE,Ohio,3904560,http://www.rossfordschools.org/
ROSSVILLE CON SCHOOL DISTRICT,Indiana,1809720,http://www.rcsd.k12.in.us
ROSSVILLE-ALVIN CUSD 7,Illinois,1734870,NA
ROSWELL INDEPENDENT SCHOOLS,New Mexico,3502250,NA
ROTAN ISD,Texas,4838040,http://www.rotan.org/
ROTHSAY PUBLIC SCHOOL DISTRICT,Minnesota,2732460,http://www.rothsay.k12.mn.us
ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,New York,3600004,http://www.mohonasen.org
ROUGHRIDER AREA CAREER & TECHNICAL CENTER,North Dakota,3800395,http://www.ractc.k12.nd.us
ROUND LAKE CUSD 116,Illinois,1734990,NA
ROUND LAKE-BREWSTER PUBLIC SCHOOLS,Minnesota,2700388,http://www.rlb.mntm.org
ROUND ROCK ISD,Texas,4838080,http://www.roundrockisd.org
ROUND TOP-CARMINE ISD,Texas,4838100,http://www.rtcisd.net
ROUND VALLEY JOINT ELEMENTARY,California,0633690,http://rvjesd-ca.schoolloop.com/
ROUND VALLEY UNIFIED,California,0633720,http://www.roundvalleyschools.org/
ROUND VALLEY UNIFIED DISTRICT,Arizona,0407130,http://www.elks.net
ROUNDUP ELEM,Montana,3023040,http://roundup.k12.mt.us
ROUNDUP HIGH SCHOOL,Montana,3023070,NA
ROWAN COUNTY,Kentucky,2105100,NA
ROWAN-SALISBURY SCHOOLS,North Carolina,3704050,http://www.rss.k12.nc.us/
ROWANTY VOCATIONAL TECH CTR,Virginia,5100011,NA
ROWE,Massachusetts,2510230,http://Roweschool.com
ROWLAND UNIFIED,California,0633750,http://www.rowlandschools.org
ROXANA CUSD 1,Illinois,1735010,NA
ROXBORO COMMUNITY SCHOOL,North Carolina,3700175,http://www.roxborocommunityschool.org
ROXBURY CENTRAL SCHOOL DISTRICT,New York,3625110,http://www.roxburycs.org
ROXBURY PREPARATORY CHARTER (DISTRICT),Massachusetts,2500063,http://www.roxburyprep.org
ROXBURY SCHOOL DISTRICT,Vermont,5006960,NA
ROXBURY TOWNSHIP SCHOOL DISTRICT,New Jersey,3414340,http://www.roxbury.org
ROXTON ISD,Texas,4838160,http://www.roxtonisd.org
ROY K-12 SCHOOLS,Montana,3023160,NA
ROY MUNICIPAL SCHOOLS,New Mexico,3502280,NA
ROYAL ISD,Texas,4838190,http://www.royal-isd.net
ROYAL OAK SCHOOLS,Michigan,2630300,http://www.rosd.k12.mi.us
ROYAL SCHOOL DISTRICT,Washington,5307620,http://royal.wednet.edu
ROYAL VALLEY,Kansas,2009320,http://www.rv337.com
ROYALL SCHOOL DISTRICT,Wisconsin,5504380,http://www.royall.k12.wi.us
ROYALTON PUBLIC SCHOOL DISTRICT,Minnesota,2732520,http://www.royalton.k12.mn.us/
ROYALTON SCHOOL DISTRICT,Vermont,5006990,NA
ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,New York,3625140,http://www.royhart.org
ROYSE CITY ISD,Texas,4838220,http://www.rcisd.org
RSD CHARTER SCHOOL  INC.,Arizona,0400656,http://www.rsdcharterschool.com/
RSD-BATON ROUGE BRIDGE ACADEMY INC,LOUISIANA,2200185,NA
RSD-BATON ROUGE COLLEGE PREPARATORY INC,LOUISIANA,2200184,NA
RSU 01 - LKRSU,Maine,2314772,http://www.rsu1.org
RSU 02,Maine,2314776,http://www.kidsrsu.org
RSU 03/MSAD 03,Maine,2311520,http://www.rsu3.org
RSU 04,Maine,2314783,http://www.rsu4.org
RSU 05,Maine,2314789,http://www.rsu5.org
RSU 06/MSAD 06,Maine,2311790,http://www.bonnyeagle.org
RSU 07/MSAD 07,Maine,2311820,http://www.northhavencommunityschool.org/
RSU 08/MSAD 08,Maine,2311850,http://www.vinalhavenschool.org
RSU 09,Maine,2314809,http://www.mtbluersd.org
RSU 10,Maine,2314795,http://district.rsu10.org
RSU 11/MSAD 11,Maine,2310590,http://www.msad11.org
RSU 12,Maine,2314780,http://www.svrsu.org
RSU 13,Maine,2314787,http://www.rsu13.org
RSU 14,Maine,2314793,http://www.rsu14.org
RSU 15/MSAD 15,Maine,2310710,http://www.msad15.org
RSU 16,Maine,2314775,http://www.rsu16.org
RSU 17/MSAD 17,Maine,2310770,http://www.msad17.org/
RSU 18,Maine,2314779,http://www.rsu18.org
RSU 19,Maine,2314785,http://www.rsu19.org
RSU 20,Maine,2314791,http://www.rsu20.org
RSU 21,Maine,2314773,http://www.rsu21.net
RSU 22,Maine,2314815,http://www.rsu22.us/
RSU 23,Maine,2314784,http://www.rsu23.org
RSU 24,Maine,2314790,http://www.rsu24.org
RSU 25,Maine,2314796,http://www.rsu25.org
RSU 26,Maine,2314778,http://www.rsu26.org
RSU 28/MSAD 28,Maine,2311130,http://www.fivetowns.net
RSU 29/MSAD 29,Maine,2311160,http://www.rsu29.org
RSU 30/MSAD 30,Maine,2311220,http://www.msad30.org
RSU 31/MSAD 31,Maine,2311250,http://www.sau31.org
RSU 32/MSAD 32,Maine,2311280,http://www.sad32.org
RSU 33/MSAD 33,Maine,2311310,http://www.msad33.org/
RSU 34,Maine,2314782,http://www.rsu34.org
RSU 35/MSAD 35,Maine,2311370,http://www.rsu35.org
RSU 37/MSAD 37,Maine,2311430,http://www.msad37.org
RSU 38,Maine,2314788,http://www.maranacook.org
RSU 39,Maine,2314794,http://www.rsu39.org
RSU 40/MSAD 40,Maine,2311550,http://www.msad40.org
RSU 41/MSAD 41,Maine,2311580,http://www.msad41.us/
RSU 42/MSAD 42,Maine,2311610,http://msad42.org
RSU 44/MSAD 44,Maine,2311670,http://www.sad44.org
RSU 45/MSAD 45,Maine,2311700,http://www.msad45.net
RSU 49/MSAD 49,Maine,2314330,http://www.msad49.org
RSU 50,Maine,2314806,http://www.rsu50.org
RSU 51/MSAD 51,Maine,2314240,http://www.msad51.org/
RSU 52/MSAD 52,Maine,2314160,http://www.msad52.org
RSU 53/MSAD 53,Maine,2314610,http://www.msad53.org
RSU 54/MSAD 54,Maine,2314590,http://www.msad54.org
RSU 55/MSAD 55,Maine,2314190,http://www.sad55.org/
RSU 56,MAINE,2314833,NA
RSU 57/MSAD 57,Maine,2314670,http://www.rsu57.org
RSU 58/MSAD 58,Maine,2314300,http://www.msad58.org
RSU 59/MSAD 59,Maine,2314560,http://www.sad59.k12.me.us
RSU 60/MSAD 60,Maine,2314700,http://www.sad60.k12.me.us
RSU 61/MSAD 61,Maine,2314210,http://www.lakeregionschools.org
RSU 63/MSAD 63,Maine,2314470,http://www.rsu63.org
RSU 64/MSAD 64,Maine,2314440,http://www.rsu64schools.org
RSU 65/MSAD 65,Maine,2314410,NA
RSU 67,Maine,2314777,http://www.rsu67.org
RSU 68/MSAD 68,Maine,2314761,http://www.sedomocha.org
RSU 70/MSAD 70,Maine,2314762,http://www.msad70.org
RSU 71,MAINE,2314822,http://www.rsu71.org
RSU 72/MSAD 72,Maine,2314765,http://www.msad72.org/
RSU 73,Maine,2314805,http://www.rsu73.com
RSU 74/MSAD 74,Maine,2314767,http://www.carrabec.org
RSU 75/MSAD 75,Maine,2314768,http://www.link75.org/
RSU 78,Maine,2314803,http://www.rangeleyschool.org
RSU 79/MSAD 01,Maine,2310860,http://www.sad1.org
RSU 80/MSAD 04,Maine,2311730,http://www.sad4.org/
RSU 82/MSAD 12,Maine,2310620,http://www.sad12.org
RSU 83/MSAD 13,Maine,2310650,http://www.sad13.org
RSU 84/MSAD 14,Maine,2310680,http://www.eastgrandschool.org
RSU 85/MSAD 19,Maine,2310830,http://www.lubecschool.org
RSU 86/MSAD 20,Maine,2310890,http://www.msad20.org
RSU 87/MSAD 23,Maine,2310980,http://www.rsu87.org
RSU 88/MSAD 24,Maine,2311010,http://www.msad24.org
RTR PUBLIC SCHOOLS,Minnesota,2700294,http://www.rtrschools.org
RUDD-ROCKFORD-MARBLE RK COMM SCHOOL DISTRICT,Iowa,1924960,http://www.rockford.k12.ia.us
RUDYARD AREA SCHOOLS,Michigan,2630360,NA
RUGBY 5,North Dakota,3816130,http://www.rugby.k12.nd.us
RUIDOSO MUNICIPAL SCHOOLS,New Mexico,3502310,NA
RULE ISD,Texas,4838280,http://www.rule.esc14.net
RUM RIVER SPECIAL EDUCATION COOP,Minnesota,2700318,http://www.cambridge.k12.mn.us/~rumriversec
RUMFORD-REGION 9,Maine,2309110,http://www.region9school.org
RUMNEY SCHOOL DISTRICT,New Hampshire,3306000,NA
RUMSON BOROUGH SCHOOL DISTRICT,New Jersey,3414370,http://www.rumsonschool.org
RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL SCHOOL DISTRICT,New Jersey,3414400,http://www.rumsonfairhaven.org
RUNESTONE AREA ED. DISTRICT,Minnesota,2700016,NA
RUNGE ISD,Texas,4838310,http://www.rungeisd.org
RUNNEMEDE PUBLIC SCHOOL DISTRICT,New Jersey,3414430,http://www.runnemedeschools.org
RUPERT SCHOOL DISTRICT,Vermont,5007020,NA
RURAL CASS SPECIAL ED UNIT,North Dakota,3880310,http://www2.edutech.nodak.edu/rcc_seu
RURAL CHAMPAIGN CO SPEC ED COOP,ILLINOIS,1701414,NA
RURAL COMMUNITY SCHOOLS INC,Indiana,1800043,http://www.rcsi.k12.in.us
RURAL VISTA,Kansas,2007440,http://www.usd481.org
RUSH CITY PUBLIC SCHOOL DISTRICT,Minnesota,2732550,http://www.rushcity.k12.mn.us
RUSH COUNTY SCHOOLS,Indiana,1809750,http://rcs.rushville.k12.in.us/
RUSH SPRINGS,Oklahoma,4026550,http://www.rushsprings.k12.ok.us/
RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,New York,3625170,http://www.rhnet.org
RUSHFORD-PETERSON PUBLIC SCHOOLS,Minnesota,2728290,http://www.r-pschools.com
RUSHMORE ACADEMY,Ohio,3901356,http://www.rushmore.academy/site/default.aspx?PageID=1
RUSK ISD,Texas,4838360,http://www.ruskisd.net
RUSSELL BYERS CS,Pennsylvania,4200092,http://www.byerschool.org
RUSSELL CO PBLC SCHS,Virginia,5103420,http://www.russell.k12.va.us
RUSSELL COUNTY,Kentucky,2105160,NA
RUSSELL COUNTY,Kansas,2011310,http://www.usd407.org
RUSSELL COUNTY,Alabama,0102880,http://myrcsd.org
RUSSELL INDEPENDENT,Kentucky,2105130,NA
RUSSELLVILLE CITY,Alabama,0102910,http://www.rcs.k12.al.us
RUSSELLVILLE INDEPENDENT,Kentucky,2105190,NA
RUSSELLVILLE SCHOOL DISTRICT,Arkansas,0512060,http://rsdweb.k12.ar.us
RUSSIA LOCAL,Ohio,3904981,http://www.russiaschool.org/
RUTHERFORD COUNTY,Tennessee,4703690,http://www.rcs.k12.tn.us/
RUTHERFORD COUNTY SCHOOLS,North Carolina,3704080,http://www.rcsnc.org
RUTHERFORD SCHOOL DISTRICT,New Jersey,3414460,http://www.rutherfordschools.org
RUTHERFORD WINANS ACADEMY,Michigan,2601012,NA
RUTHVEN-AYRSHIRE COMM SCHOOL DISTRICT,Iowa,1925050,http://www.ruthven.k12.ia.us
RUTLAND CCSD 230,Illinois,1735100,NA
RUTLAND CENTRAL SUPERVISORY UNION,Vermont,5099937,http://www.rcsu.org/
RUTLAND CITY SCHOOL DISTRICT,Vermont,5007050,NA
RUTLAND CITY SUPERVISORY DISTRICT,Vermont,5099940,http://rutlandcitypublicschools.org/
RUTLAND NORTHEAST SUPERVISORY UNION,Vermont,5099936,http://www.rnesu.org/
RUTLAND SCHOOL DISTRICT 39-4,South Dakota,4664140,http://www.rutland.k12.sd.us
RUTLAND SOUTHWEST SUPERVISORY UNION,Vermont,5099938,http://www.rswsu.org/
RUTLAND TOWN SCHOOL DISTRICT,Vermont,5007080,NA
RYAL,Oklahoma,4026580,http://www.ryal.k12.ok.us
RYAN,Oklahoma,4026610,http://www.ryan.k12.ok.us
RYE CITY SCHOOL DISTRICT,New York,3625260,http://www.ryeschools.org
RYE NECK UNION FREE SCHOOL DISTRICT,New York,3625290,http://www.ryeneck.k12.ny.us
RYE SCHOOL DISTRICT,New Hampshire,3306030,NA
RYEGATE K-12 SCHOOLS,Montana,3023340,NA
S AND S CISD,Texas,4838400,http://www.sscisd.net/
S H ELEM,Montana,3008040,NA
S WILL CO COOP FOR SPEC ED,Illinois,1701389,NA
S Y ELEM,Montana,3008010,NA
S.EAST VA TRN CT,Virginia,5100056,NA
S.SIDE VA TRN CT,Virginia,5100052,NA
S.WEST VA TRN CT,Virginia,5100057,NA
SABINAL ISD,Texas,4838430,http://www.sabinalisd.net
SABINE ISD,Texas,4838460,http://www.sabineisd.org
SABINE PARISH,Louisiana,2201380,NA
SABINE PASS ISD,Texas,4838490,http://www.sabinepass.net
SABIS INTERNATIONAL CHARTER (DISTRICT),Massachusetts,2500028,http://www.sics-sabis.net
SACATON ELEMENTARY DISTRICT,Arizona,0407200,http://www.sacatonschools.org
SACHEM CENTRAL SCHOOL DISTRICT,New York,3625350,http://www.sachem.edu
SACKETS HARBOR CENTRAL SCHOOL DISTRICT,New York,3614880,http://www.sacketspatriots.org
SACO ELEM,Montana,3023370,http://www.sacoschools.k12.mt.us
SACO H S,Montana,3023400,http://www.sacoschools.k12.mt.us
SACO PUBLIC SCHOOLS,Maine,2310380,http://www.saco.org
SACRAMENTO CITY UNIFIED,California,0633840,http://www.scusd.edu
SACRAMENTO COUNTY OFFICE OF EDUCATION,California,0691027,http://www.scoe.net
SACRAMENTO COUNTY ROP,California,0600095,NA
SADDLE BROOK SCHOOL DISTRICT,New Jersey,3414490,http://www.saddlebrookschools.org
SADDLE MOUNTAIN UNIFIED SCHOOL DISTRICT,Arizona,0407170,http://www.smusd90.org
SADDLE RIVER SCHOOL DISTRICT,New Jersey,3414520,http://www.wandellschool.org
SADDLEBACK VALLEY UNIFIED,California,0633860,http://www.svusd.k12.ca.us
SAFETYNET ACADEMY MINTER,Alabama,0100015,NA
SAFFORD UNIFIED DISTRICT,Arizona,0407240,http://www.saffordusd.k12.az.us
SAG HARBOR UNION FREE SCHOOL DISTRICT,New York,3625380,http://www.sagharborschools.org
SAGAPONACK COMMON SCHOOL DISTRICT,New York,3625410,http://www.sagaponackschool.com
SAGE ACADEMY  INC.,Arizona,0400748,http://www.sage-academy.org/
SAGE ACADEMY CHARTER SCHOOL,Minnesota,2700211,http://www.sageacademy.org/
SAGINAW COVENANT ACADEMY,MICHIGAN,2601106,NA
SAGINAW ISD,Michigan,2680930,http://www.sisd.cc
SAGINAW LEARN TO EARN ACADEMY,Michigan,2600318,http://www.sisd.cc/learntoearn/
SAGINAW PREPARATORY ACADEMY,Michigan,2600161,http://www.leonagroup.com/saginawprep
SAGINAW SCHOOL DISTRICT OF THE CITY OF,Michigan,2630390,NA
SAGINAW TOWNSHIP COMMUNITY SCHOOLS,Michigan,2630450,NA
SAHUARITA UNIFIED DISTRICT,Arizona,0407300,http://www.susd30.us/middle
SAINT CLAIR AREA SD,Pennsylvania,4222710,http://www.saintclairsd.org/
SAINT CLAIR ROE,Illinois,1700208,NA
SAINT CLOUD MATH AND SCIENCE ACADEM,Minnesota,2700395,NA
SAINT CROIX CENTRAL SCHOOL DISTRICT,Wisconsin,5506060,http://www.scc.k12.wi.us
SAINT CROIX FALLS SCHOOL DISTRICT,Wisconsin,5513230,http://www.scf.k12.wi.us
SAINT FRANCIS SCHOOL DISTRICT,Wisconsin,5513260,http://www.stfrancisschools.org
SAINT HELENA UNIFIED,California,0637830,http://www.sthelenaunified.org
SAINT JO ISD,Texas,4838520,http://www.saintjoisd.net/
SAINT JOHNSBURY SCHOOL DISTRICT,Vermont,5007650,http://www.stjsd.org/
SAINT JOHNSBURY SUPERVISORY DISTRICT,Vermont,5099911,NA
SAINT JOSEPH'S CHILDREN'S HOME - ADMINISTRATION OFFICE,Wyoming,5600010,NA
SAINT LAWRENCE-LEWIS BOCES,New York,3680740,http://www.sllboces.org
SAINT MARY'S SCHOOL DISTRICT,Alaska,0200680,http://www.smcsd.us
SAINT MARYS AREA SD,Pennsylvania,4220640,http://www.smasd.org
SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT,New York,3627990,http://www.stregisfallscsd.org
SAINT STEPHEN'S INDIAN SCHOOL ADMIN OFFICE,Wyoming,5680254,http://www.st-stephens.net
SALADO ISD,Texas,4838580,http://www.saladoisd.org
SALAMANCA CITY SCHOOL DISTRICT,New York,3625440,http://www.salamancany.org
SALEM,Massachusetts,2510380,http://salemk12.org
SALEM ACADEMY CHARTER (DISTRICT),Massachusetts,2500084,http://www.salemacademycs.org
SALEM CENTRAL SCHOOL DISTRICT,New York,3625470,http://www.salemcsd.org
SALEM CHSD 600,Illinois,1735190,NA
SALEM CITY,Ohio,3910006,http://www.salemquakers.org
SALEM CITY PBLC SCHS,Virginia,5103460,http://www.salem.k12.va.us
SALEM CITY SCHOOL DISTRICT,New Jersey,3414550,http://www.SALEMNJ.ORG
SALEM COMMUNITY SCHOOLS,Indiana,1809810,http://www.salemschools.com
SALEM COUNTY SPECIAL SERVICES SCHOOL DISTRICT,New Jersey,3480361,http://scsssd.org
SALEM COUNTY VOCATIONAL TECHNICAL SCHOOL DISTRICT,New Jersey,3414580,http://www.scvts.org
SALEM R-80,Missouri,2927090,http://WWW.SALEM.K12.MO.US
SALEM SAU OFFICE,New Hampshire,3399957,NA
SALEM SCHOOL DISTRICT,New Hampshire,3306060,NA
SALEM SCHOOL DISTRICT,Arkansas,0512090,http://www.salemschools.net
SALEM SCHOOL DISTRICT,Connecticut,0903900,http://www.salemschools.org
SALEM SCHOOL DISTRICT,Wisconsin,5513350,http://www.salem.k12.wi.us
SALEM SD 111,Illinois,1735160,NA
SALEM-KEIZER SD 24J,Oregon,4110820,http://www.salkeiz.k12.or.us
SALIDA SCHOOL DISTRICT NO. R-32,Colorado,0806330,http://www.salidaschools.com
SALIDA UNION ELEMENTARY,California,0633900,http://www.salida.k12.ca.us
SALINA,Kansas,2011370,http://www.usd305.com
SALINA,Oklahoma,4026730,http://www.salinawildcats.org
SALINAS CITY ELEMENTARY,California,0633930,http://www.salinascity.k12.ca.us/
SALINAS UNION HIGH,California,0633980,http://www.salinas.k12.ca.us
SALINE AREA SCHOOLS,Michigan,2630660,http://www.salineschools.org
SALINE COUNTY VOCATIONAL CENTER,Arkansas,0500058,http://www.pulaskitech.edu
SALISBURY R-IV,Missouri,2927520,http://www.salisbury.k12.mo.us
SALISBURY SCHOOL DISTRICT,Connecticut,0903930,http://www.salisburycentral.org
SALISBURY TOWNSHIP SD,Pennsylvania,4220730,http://www.stsd.org
SALISBURY-ELK LICK SD,Pennsylvania,4220760,http://www.selsd.com
SALLIE B HOWARD SCHOOL,North Carolina,3700049,http://www.salliebhowardschool.com
SALLISAW,Oklahoma,4026790,http://www.sallisawps.org
SALMON DISTRICT,Idaho,1602850,NA
